,keyword,sum
1794,높다,15
1795,선두,15
1796,모니터링,15
1797,악화,15
1798,005930,15
1799,잠재력,15
1800,만들어,15
1801,의식,15
1802,액터,15
1803,보험,15
1804,후원,15
1805,급여,15
1806,2029년,15
1807,2344억원,15
1808,2134억원,15
1809,361억원,15
1810,솔리,15
1811,간식,14
1812,만들기,14
1813,꼽히는,14
1814,본,14
1815,장주,14
1816,탄탄한,14
1817,9000원,14
1818,마,14
1819,AVT,14
1820,캐나다,14
1821,잘,14
1822,출한,14
1823,동반,14
1824,장삼,14
1825,이같이,14
1826,행동,14
1827,TF,14
1828,공헌,14
1829,강화하기,14
1830,의학,14
1831,증,14
1832,표,14
1833,7천,14
1834,명실,14
1835,7조원,14
1836,대행,14
1837,제안,14
1838,필,14
1839,서울대,14
1840,있었던,14
1841,5037억원,14
1842,입금,14
1843,현황,14
1844,8만,14
1845,PER,14
1846,보인,14
1847,검증,14
1848,endtoend,14
1849,기밀,14
1850,갖추고,14
1851,마찬가지,14
1852,주당,14
1853,유행,14
1854,어워드,14
1855,해소,14
1856,제주,14
1857,증대,14
1858,베링,14
1859,거인,14
1860,겔,14
1861,없을,14
1862,의혹,14
1863,특별,14
1864,발언,14
1865,발송,14
1866,씨젠,14
1867,산정,14
1868,대량,14
1869,자원,14
1870,엠,14
1871,세율,14
1872,구현,14
1873,제작,14
1874,담당자,14
1875,의사결정,14
1876,자세,14
1877,Gold,14
1878,철저한,14
1879,점수,14
1880,치매,14
1881,56,14
1882,질문,14
1883,부위,14
1884,한층,14
1885,BA,14
1886,고도화,14
1887,퍼,14
1888,등재,14
1889,사자,14
1890,채권,14
1891,조성일,14
1892,전문성,14
1893,루피,14
1894,9836억,14
1895,챔피언,14
1896,5910억원,14
1897,연구소장,14
1898,3억,13
1899,신제품,13
1900,호재,13
1901,준,13
1902,자사,13
1903,2013년,13
1904,맺고,13
1905,스텔라,13
1906,움직임,13
1907,6000억원,13
1908,되길,13
1909,이해관계자,13
1910,잡았다,13
1911,환,13
1912,실질,13
1913,따라올,13
1914,400,13
1915,청장,13
1916,4260억원,13
1917,각국,13
1918,장비,13
1919,도시,13
1920,세계보건기구,13
1921,훈련,13
1922,가에서는,13
1923,788,13
1924,됐으나,13
1925,242,13
1926,957,13
1927,CAPA,13
1928,넘어,13
1929,높아지고,13
1930,공략,13
1931,115만원,13
1932,이뤄질,13
1933,했기,13
1934,하이,13
1935,리츠,13
1936,전사,13
1937,줄어든,13
1938,중요성,13
1939,현금,13
1940,매우,13
1941,코너,13
1942,살펴보고,13
1943,둘러보고,13
1944,인용,13
1945,대거,13
1946,돈,13
1947,MA,13
1948,경신,13
1949,거둔,13
1950,신속한,13
1951,4년,13
1952,위원장,13
1953,합병,13
1954,대로,13
1955,모델,13
1956,롯바,13
1957,나선,13
1958,불,13
1959,디자인,13
1960,가능하다고,13
1961,선호,13
1962,약세,13
1963,밀려,13
1964,납,13
1965,기대한다고,13
1966,코드,13
1967,있었다,13
1968,프랑스,13
1969,71,13
1970,올릴,13
1971,브로,13
1972,대량생산,13
1973,주간,13
1974,나서고,13
1975,순도,13
1976,해주,13
1977,특화,13
1978,온라인,13
1979,홀,13
1980,높일,13
1981,식약처,13
1982,최신,13
1983,피,13
1984,소한,13
1985,오리,13
1986,테크,13
1987,환영,13
1988,이자,13
1989,358억원,13
1990,간담,13
1991,74,13
1992,레이,13
1993,팅,13
1994,엑설런스,13
1995,인지도,13
1996,선별,13
1997,진보,13
1998,암세포,13
1999,3765억원,13
2000,중위,13
2001,김유,13
2002,니스,13
2003,근무시간,13
2004,중부지방,13
2005,5350억원,13
2006,야간,12
2007,전하,12
2008,MZ,12
2009,싶은,12
2010,같다고,12
2011,맞아,12
2012,반응,12
2013,요,12
2014,지배,12
2015,눈,12
2016,플라이,12
2017,02,12
2018,동등,12
2019,일반,12
2020,주인,12
2021,산하,12
2022,물류,12
2023,SBTi,12
2024,다우존스,12
2025,세웠다,12
2026,정착,12
2027,줄일,12
2028,45,12
2029,적응,12
2030,기대되,12
2031,성용원,12
2032,7366,12
2033,여건,12
2034,확충,12
2035,여파,12
2036,맞,12
2037,기대할,12
2038,나오고,12
2039,比,12
2040,손익,12
2041,1719억원,12
2042,3461억원,12
2043,3천,12
2044,훌쩍,12
2045,라인,12
2046,3000억원,12
2047,다변,12
2048,체크,12
2049,흑자,12
2050,자로,12
2051,유진,12
2052,분리,12
2053,논란,12
2054,2만,12
2055,높다고,12
2056,동일한,12
2057,강하나,12
2058,헌,12
2059,서린,12
2060,크,12
2061,소송,12
2062,전해졌다,12
2063,내릴,12
2064,강력한,12
2065,인지,12
2066,인수합병,12
2067,심리,12
2068,엘앤,12
2069,신주,12
2070,질병,12
2071,Markets,12
2072,했습니다,12
2073,유일한,12
2074,사전통지,12
2075,중단,12
2076,수사,12
2077,27,12
2078,프로비,12
2079,중간,12
2080,홀딩스,12
2081,자국,12
2082,서명,12
2083,강화하는,12
2084,헬스,12
2085,세포배양,12
2086,견제,12
2087,복제,12
2088,완화,12
2089,구매,12
2090,만족,12
2091,성적,12
2092,만이,12
2093,기아,12
2094,11만,12
2095,투여,12
2096,식품의약품안전처,12
2097,않다,12
2098,메커니즘,12
2099,있다면서,12
2100,합력,12
2101,앞세워,12
2102,압수수색,12
2103,거나,12
2104,적절한,12
2105,자동화,12
2106,축하,12
2107,성장했다,12
2108,이름,12
2109,희귀,12
2110,성장해,12
2111,사노피,12
2112,보인다고,12
2113,재개,12
2114,30분,12
2115,건수,12
2116,표적,12
2117,셀러,12
2118,DEVELOPICK,12
2119,있었다며,12
2120,밀집,12
2121,7835억원,12
2122,4373억원,12
2123,9681억원,12
2124,유인,12
2125,접합,12
2126,경희,12
2127,EBITDA,12
2128,공감,11
2129,담긴,11
2130,탄력,11
2131,증명,11
2132,조언,11
2133,이어지는,11
2134,이뤄지고,11
2135,068270,11
2136,황반변성,11
2137,끊임없는,11
2138,버넌스,11
2139,방법론,11
2140,근절,11
2141,직속,11
2142,CDP,11
2143,모형,11
2144,우,11
2145,계,11
2146,대학,11
2147,고성,11
2148,망막,11
2149,올린,11
2150,년비,11
2151,뛰어넘는,11
2152,중소기업,11
2153,부상,11
2154,보여,11
2155,COVID,11
2156,photoynacokr,11
2157,원자재,11
2158,치가,11
2159,타격,11
2160,라면,11
2161,우스,11
2162,않을,11
2163,점도,11
2164,캡처,11
2165,공고,11
2166,단순,11
2167,넘긴,11
2168,근,11
2169,58,11
2170,시행,11
2171,항목,11
2172,전력,11
2173,사이,11
2174,인하,11
2175,디스플레이,11
2176,상당,11
2177,안전성,11
2178,5만,11
2179,근거,11
2180,재물,11
2181,해설,11
2182,충실히,11
2183,잡힌,11
2184,치,11
2185,월간,11
2186,엔드투엔드,11
2187,보급,11
2188,이로써,11
2189,최고경영자,11
2190,유일하게,11
2191,증진,11
2192,제보,11
2193,크지,11
2194,체내,11
2195,적정,11
2196,생활,11
2197,올려,11
2198,미래에셋,11
2199,유발,11
2200,파악,11
2201,이해,11
2202,공매도,11
2203,호응,11
2204,무려,11
2205,였던,11
2206,지로,11
2207,대형주,11
2208,출발,11
2209,견인,11
2210,길,11
2211,열어,11
2212,대기업,11
2213,급,11
2214,차원,11
2215,스큅,11
2216,기초,11
2217,나가기,11
2218,분할,11
2219,경쟁자,11
2220,김태희,11
2221,레코드,11
2222,2007년,11
2223,플래티넘,11
2224,브론즈,11
2225,늘리며,11
2226,감,11
2227,비결,11
2228,쉽게,11
2229,출원,11
2230,스파이크,11
2231,됐다는,11
2232,15만,11
2233,병렬,11
2234,공법,11
2235,2000,11
2236,겸,11
2237,후지필름,11
2238,기구,11
2239,기보,11
2240,SAMBA,11
2241,FESTA,11
2242,고마진,11
2243,62조,11
2244,슬로건,11
2245,IBK,11
2246,아웃소싱,11
2247,적기,11
2248,선점해,11
2249,맡아,11
2250,석사,11
2251,민,11
2252,정남진,11
2253,나흘,10
2254,교대,10
2255,진의,10
2256,멘토링,10
2257,등장,10
2258,모여,10
2259,해서다,10
2260,아니다,10
2261,2028년,10
2262,매력,10
2263,토대,10
2264,북미,10
2265,10억,10
2266,자릿수,10
2267,치는,10
2268,21,10
2269,Life,10
2270,중점,10
2271,TIMM,10
2272,방법,10
2273,규범,10
2274,전개,10
2275,인근,10
2276,희망,10
2277,전과,10
2278,나설,10
2279,회의,10
2280,4조,10
2281,9천,10
2282,송영,10
2283,중소,10
2284,제청,10
2285,착수,10
2286,이노,10
2287,23만,10
2288,잇,10
2289,제의,10
2290,앞둔,10
2291,검사,10
2292,공모,10
2293,한번,10
2294,싸,10
2295,토리,10
2296,방어,10
2297,31,10
2298,585억원,10
2299,넘었다,10
2300,결실,10
2301,세는,10
2302,늘었고,10
2303,화로,10
2304,박재경,10
2305,없어,10
2306,가가,10
2307,밑,10
2308,12조,10
2309,TV,10
2310,지연,10
2311,8000원,10
2312,충분하다고,10
2313,수가,10
2314,흥국,10
2315,있는데,10
2316,은행,10
2317,행정,10
2318,자금,10
2319,신속하게,10
2320,인정받았다,10
2321,Initiative,10
2322,초대형,10
2323,나노입자,10
2324,호,10
2325,출입,10
2326,했다다만,10
2327,고위,10
2328,커질,10
2329,운용,10
2330,커지고,10
2331,ASP,10
2332,하이브,10
2333,101,10
2334,갱신,10
2335,238,10
2336,35,10
2337,접속,10
2338,린다,10
2339,연구기관,10
2340,독점,10
2341,방향,10
2342,관점,10
2343,SCOPE,10
2344,80만원,10
2345,2050년,10
2346,LS,10
2347,변수,10
2348,맞는,10
2349,끝,10
2350,서로,10
2351,IgG,10
2352,인간,10
2353,시킨,10
2354,피어스,10
2355,소화,10
2356,EPCV,10
2357,나은,10
2358,슈,10
2359,주자,10
2360,다양,10
2361,표준화,10
2362,112만원,10
2363,조건,10
2364,김지,10
2365,크리스,10
2366,the,10
2367,않지만,10
2368,기조,10
2369,Convention,10
2370,항암,10
2371,캠페인,10
2372,보일,10
2373,세운,10
2374,9463억원,10
2375,2315억원,10
2376,직급,10
2377,호환성,10
2378,결의,10
2379,2410억원,10
2380,길수,10
2381,민관,10
2382,인분,9
2383,진작,9
2384,대학생,9
2385,활발하게,9
2386,중요하다고,9
2387,자연,9
2388,이뤄지는,9
2389,One,9
2390,꼽혔다,9
2391,79만,9
2392,단기,9
2393,SC,9
2394,성장하고,9
2395,존재,9
2396,레빅,9
2397,올라,9
2398,웨스,9
2399,교체,9
2400,85,9
2401,얘기,9
2402,권고,9
2403,전보,9
2404,머물러,9
2405,촉진,9
2406,폭제,9
2407,미션,9
2408,위험성,9
2409,내부통제,9
2410,독립성,9
2411,나가는,9
2412,정보공개,9
2413,프론티어,9
2414,안전한,9
2415,노인,9
2416,펼치고,9
2417,높이기,9
2418,비즈,9
2419,제넨텍,9
2420,제인,9
2421,포,9
2422,김형수,9
2423,동사,9
2424,할인,9
2425,송도동,9
2426,구역,9
2427,차장,9
2428,넘겼다,9
2429,B,9
2430,달러화,9
2431,클,9
2432,추이,9
2433,결제,9
2434,옆,9
2435,토,9
2436,108만원,9
2437,대유행,9
2438,2328억원,9
2439,15조,9
2440,262,9
2441,256만,9
2442,4엔,9
2443,브렐,9
2444,컸다,9
2445,돼있다,9
2446,멀티,9
2447,됐지만,9
2448,가이던스,9
2449,중반,9
2450,희,9
2451,성장동력,9
2452,기기,9
2453,양호,9
2454,들어갈,9
2455,전기,9
2456,중장,9
2457,유틸리티,9
2458,아시아,9
2459,좋지,9
2460,했다면서,9
2461,필요성,9
2462,여개,9
2463,활발한,9
2464,허혜민,9
2465,높다며,9
2466,하려면,9
2467,음,9
2468,진과,9
2469,찾은,9
2470,전직,9
2471,받지,9
2472,이제,9
2473,7만,9
2474,하던,9
2475,하루,9
2476,줄이기,9
2477,수상했다,9
2478,2915,9
2479,구속력,9
2480,보인다며,9
2481,센다,9
2482,특,9
2483,제거,9
2484,겨냥,9
2485,크기,9
2486,놓고,9
2487,사전,9
2488,서도,9
2489,늘어난다,9
2490,지사,9
2491,인터뷰,9
2492,어치,9
2493,그간,9
2494,차익,9
2495,중순,9
2496,유효,9
2497,이었던,9
2498,둘러볼,9
2499,실험실,9
2500,재직,9
2501,이끌어,9
2502,둔,9
2503,시러큐스,9
2504,긴급,9
2505,그만큼,9
2506,혜택,9
2507,위협,9
2508,부족,9
2509,방증,9
2510,현대,9
2511,간밤,9
2512,합작,9
2513,박병국,9
2514,원인,9
2515,가진,9
2516,성전,9
2517,아웃,9
2518,뒷받침,9
2519,들어설,9
2520,한쪽,9
2521,다중,9
2522,알려져,9
2523,지식,9
2524,나가겠다고,9
2525,경력,9
2526,전방,9
2527,밖,9
2528,지을,9
2529,계열,9
2530,거리,9
2531,최성,9
2532,고한승,9
2533,포럼,9
2534,받으며,9
2535,기점,9
2536,공기,9
2537,석권,9
2538,박용,9
2539,내고,9
2540,48,9
2541,짚었다,9
2542,볼룸,9
2543,믿고,9
2544,맡기는,9
2545,참가자,9
2546,표현,9
2547,유명,9
2548,소속,9
2549,젊은,9
2550,도나,9
2551,JJ,9
2552,완,9
2553,쇼크,9
2554,브랜드,9
2555,옵션,9
2556,최단,9
2557,응답,9
2558,가운,9
2559,열리고,9
2560,CRDMO,9
2561,9655억원,9
2562,전인,9
2563,1015,9
2564,이코노미스트,9
2565,모은,9
2566,TSMC,9
2567,1537,9
2568,크는,9
2569,스케줄,9
2570,부착,9
2571,마이크,9
2572,맥더,9
2573,모트,9
2574,주고,8
2575,설문조사,8
2576,존중,8
2577,Team,8
2578,많다,8
2579,크다,8
2580,저가,8
2581,회복,8
2582,미치지,8
2583,젤마,8
2584,넘은,8
2585,가에선,8
2586,높아질,8
2587,충분히,8
2588,구도,8
2589,충분한,8
2590,창업,8
2591,하다고,8
2592,유통,8
2593,8000억원,8
2594,9000억원,8
2595,서구,8
2596,Driven,8
2597,For,8
2598,DJSI,8
2599,인정받고,8
2600,화하면서,8
2601,활발히,8
2602,전문화,8
2603,부회,8
2604,부서장,8
2605,16조,8
2606,3000,8
2607,하자,8
2608,란,8
2609,폐암,8
2610,장사,8
2611,Full,8
2612,27만,8
2613,대금,8
2614,5천,8
2615,되겠다고,8
2616,C,8
2617,필지,8
2618,부지면적,8
2619,생태계,8
2620,사업자,8
2621,사들였다,8
2622,거뒀다,8
2623,원자,8
2624,높을수록,8
2625,물가,8
2626,전통,8
2627,망,8
2628,KRX,8
2629,수주로,8
2630,맡고,8
2631,다지,8
2632,6595억원,8
2633,847,8
2634,순항,8
2635,79억,8
2636,150억,8
2637,당분간,8
2638,달해,8
2639,부터는,8
2640,걸쳐,8
2641,12만,8
2642,적은,8
2643,부품,8
2644,72,8
2645,61,8
2646,차감,8
2647,Q,8
2648,별개,8
2649,높였다,8
2650,웃도는,8
2651,단가,8
2652,일시,8
2653,갖춰,8
2654,이면,8
2655,당국,8
2656,되지만,8
2657,용량,8
2658,크다고,8
2659,홀로,8
2660,대를,8
2661,이틀,8
2662,감염증,8
2663,비영리기관,8
2664,신속하고,8
2665,당면,8
2666,Award,8
2667,리딩,8
2668,이며,8
2669,내는,8
2670,연도,8
2671,넘을,8
2672,AZ,8
2673,물러난,8
2674,AI,8
2675,답변,8
2676,통지서,8
2677,알린,8
2678,오류,8
2679,목소리,8
2680,의무,8
2681,유리한,8
2682,외감법,8
2683,원칙,8
2684,시켰다,8
2685,나타냈다,8
2686,써,8
2687,tCO,8
2688,e,8
2689,스코프,8
2690,전장,8
2691,외국,8
2692,붙을,8
2693,동선,8
2694,QR,8
2695,나서,8
2696,배양기,8
2697,브,8
2698,아일랜드,8
2699,5년,8
2700,늘어나는,8
2701,장벽,8
2702,삼아,8
2703,요약,8
2704,병,8
2705,전시,8
2706,박정호,8
2707,178,8
2708,일보,8
2709,200,8
2710,유일하다,8
2711,갖는다,8
2712,화한다,8
2713,늘려,8
2714,했다서,8
2715,지법,8
2716,강한,8
2717,제약회사,8
2718,신화,8
2719,곳곳,8
2720,배포,8
2721,나서는,8
2722,역사,8
2723,Bio,8
2724,가상,8
2725,2012년,8
2726,권위,8
2727,시키기,8
2728,벗어나,8
2729,졸업,8
2730,났다,8
2731,선수주를,8
2732,이어지면서,8
2733,비대,8
2734,익은,8
2735,있던,8
2736,정무,8
2737,유권해석,8
2738,6708억원,8
2739,110만,8
2740,부재,8
2741,께,8
2742,배식,8
2743,팬젠,8
2744,회하,8
2745,프라임,8
2746,170,8
2747,벽면,8
2748,전담,8
2749,오찬,8
2750,사는,8
2751,손상,8
2752,생명과학,8
2753,EQUIS,8
2754,높을,8
2755,개편,8
2756,다정,8
2757,초대,8
2758,합류,8
2759,7500억원,8
2760,지닌,8
2761,내달,8
2762,피에르,8
2763,알랭,8
2764,59억달러,8
2765,설,8
2766,9141,8
2767,늘었다고,8
2768,55,8
2769,388억원,8
2770,3128억원,8
2771,진,8
2772,Pfizer,8
2773,2410억,8
2774,1890년,8
2775,상공회의소,8
2776,700,8
2777,기획재정부,8
2778,차관,8
2779,7209억,8
2780,혈액질환,8
2781,가액,8
2782,입기,8
2783,SBA,8
2784,점심시간,7
2785,보기,7
2786,벽,7
2787,공청회,7
2788,평소,7
2789,직문,7
2790,화합,7
2791,기울이고,7
2792,이어졌다,7
2793,Business,7
2794,GmbH,7
2795,1765,7
2796,수령,7
2797,52,7
2798,아바스,7
2799,나오지,7
2800,보는,7
2801,되는데,7
2802,거론,7
2803,제출,7
2804,나올,7
2805,실험,7
2806,급감,7
2807,롤리,7
2808,고속,7
2809,투약,7
2810,맺은,7
2811,줄이는데,7
2812,줄여,7
2813,주어지는,7
2814,표지,7
2815,워터,7
2816,하우스,7
2817,김잔디,7
2818,줄이는,7
2819,장학금,7
2820,나은경,7
2821,난치병,7
2822,사업인,7
2823,리포트,7
2824,줄였다,7
2825,마지막,7
2826,대상자,7
2827,황반,7
2828,스,7
2829,했다이에,7
2830,분법,7
2831,안팎,7
2832,출을,7
2833,해준,7
2834,Global,7
2835,하여,7
2836,15일,7
2837,품,7
2838,줄어들,7
2839,산출,7
2840,에이,7
2841,비엘,7
2842,갖췄다,7
2843,다유안,7
2844,하나로,7
2845,로고,7
2846,정확한,7
2847,어렵다,7
2848,CAGR,7
2849,따냈다,7
2850,10조,7
2851,앞당긴,7
2852,6억,7
2853,늘면서,7
2854,넘어설,7
2855,자공시,7
2856,70,7
2857,있으나,7
2858,주장,7
2859,켰다,7
2860,여의도,7
2861,로열티,7
2862,68,7
2863,높아,7
2864,시리즈,7
2865,충,7
2866,다는,7
2867,계산,7
2868,시도,7
2869,Engineering,7
2870,titer,7
2871,양질,7
2872,시키는,7
2873,성공하며,7
2874,cGMP,7
2875,저개발국,7
2876,매수세가,7
2877,납품,7
2878,심각한,7
2879,손해,7
2880,하도록,7
2881,공표,7
2882,명령,7
2883,보낸,7
2884,230,7
2885,펄,7
2886,어비스,7
2887,테오,7
2888,신종,7
2889,코로나바이러스,7
2890,나가려는,7
2891,기쁘다며,7
2892,신속,7
2893,최저,7
2894,기저,7
2895,가능하다,7
2896,어려움,7
2897,대외,7
2898,분식회계,7
2899,나선다는,7
2900,안내,7
2901,공지,7
2902,단순히,7
2903,국면,7
2904,IPO,7
2905,이던,7
2906,99,7
2907,눈길,7
2908,높게,7
2909,있다라고,7
2910,줄었다,7
2911,설정,7
2912,4만,7
2913,늘리고,7
2914,존슨앤존슨,7
2915,방향성,7
2916,111,7
2917,치열해질,7
2918,연말,7
2919,빨간,7
2920,81만,7
2921,268,7
2922,제약업,7
2923,확,7
2924,혜주,7
2925,대에,7
2926,올래,7
2927,게시,7
2928,백악관,7
2929,기지,7
2930,일각,7
2931,센티,7
2932,미칠,7
2933,프리미엄,7
2934,선공,7
2935,되었습니다,7
2936,많지,7
2937,플라스틱,7
2938,49,7
2939,가의,7
2940,올리는,7
2941,중공업,7
2942,했다지난,7
2943,필요할,7
2944,장기간,7
2945,부진한,7
2946,화한다는,7
2947,떨어지는,7
2948,몸속,7
2949,일으킬,7
2950,오류로,7
2951,분자량,7
2952,CH,7
2953,변하는,7
2954,전임,7
2955,선행,7
2956,생존,7
2957,뛰어난,7
2958,오미크론,7
2959,냈고,7
2960,출신,7
2961,right,7
2962,캘리포니아주,7
2963,승부,7
2964,나간다는,7
2965,쳤다,7
2966,배관,7
2967,담은,7
2968,정보기술,7
2969,있었지만,7
2970,나온,7
2971,건물,7
2972,의원,7
2973,남은,7
2974,일선,7
2975,그대로,7
2976,작은,7
2977,선진국,7
2978,박사,7
2979,나타내고,7
2980,BSI,7
2981,부응,7
